feature,class
"[-2.31978149e+02  9.54389954e+01 -2.53688793e+01  2.02776146e+01
  6.95325673e-01 -2.13209271e+00 -1.67283459e+01 -1.61114621e+00
 -1.40563107e+01  3.64777875e+00 -2.23279915e+01  1.04761429e+01
 -1.80934870e+00 -1.32888489e+01  6.81975555e+00  6.23344374e+00
 -1.78423672e+01 -1.75540340e+00 -1.30848036e+01 -2.55108595e+00
 -1.02402525e+01 -4.39317560e+00 -5.39540529e+00 -1.33508515e+00
 -3.86744404e+00 -3.65382314e+00 -3.12168670e+00 -4.60964203e+00
 -3.18792844e+00 -3.79262185e+00  1.29819259e-01 -1.88139462e+00
 -1.56816316e+00 -2.44801831e+00 -6.15841210e-01  1.01973617e+00
 -2.12755704e+00 -3.31888294e+00 -1.20749247e+00 -5.59921169e+00]",bonafide
